Country,2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote
Mauritania,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Mauritius,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Mexico,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Mongolia,31.71 ,29.27 , 36.59,,33.90 ,28.81 , 35.59,,33.72 ,30.23 , 37.21,,31.97 ,27.87 , 34.43,,31.40 ,27.33 , 33.14,,24.55 ,22.27 , 25.91,,17.83 ,16.28 , 19.77,,14.48 ,12.76 , 15.86,,14.51 ,12.65 , 15.74,,13.73 ,12.61 , 15.41,,13.30 ,12.28 , 14.83,,12.53 ,11.11 , 13.48,,11.84 ,10.53 , 12.72,,10.88 ,10.06 , 12.11,,9.90 ,9.13 , 10.68,,8.55 ,7.81 , 9.48,,7.87 ,7.16 , 8.77,,8.22 ,7.36 , 8.90,,7.62 ,6.79 , 8.44,,6.47 ,5.83 , 6.96,
Montenegro,11.76 ,2.94 , 26.47,,13.51 ,2.70 , 27.03,,12.20 ,2.44 , 29.27,,13.04 ,4.35 , 30.43,,13.73 ,3.92 , 31.37,,15.52 ,3.45 , 32.76,,16.18 ,2.94 , 35.29,,16.25 ,3.75 , 36.25,,15.96 ,4.26 , 36.17,,16.22 ,4.50 , 36.94,,15.38 ,4.62 , 35.38,,15.23 ,3.97 , 33.11,,14.37 ,4.02 , 31.61,,13.64 ,4.04 , 29.80,,12.95 ,3.57 , 26.79,,11.90 ,3.57 , 25.00,,11.43 ,3.21 , 23.57,,10.68 ,2.59 , 22.98,,9.76 ,2.07 , 22.19,,9.24 ,1.63 , 23.10,
Morocco,13.27 ,10.02 , 17.51,,12.94 ,9.83 , 17.21,,12.51 ,9.48 , 16.69,,11.91 ,9.09 , 15.94,,10.78 ,8.37 , 14.85,,10.00 ,7.65 , 13.70,,9.50 ,7.28 , 12.92,,9.06 ,6.91 , 12.44,,8.56 ,6.47 , 11.70,,7.85 ,5.95 , 10.83,,7.33 ,5.57 , 10.08,,6.95 ,5.21 , 9.60,,6.43 ,4.80 , 9.01,,6.01 ,4.47 , 8.46,,5.58 ,4.25 , 8.06,,5.26 ,3.92 , 7.59,,4.84 ,3.57 , 7.04,,4.52 ,3.28 , 6.61,,4.24 ,3.12 , 6.22,,3.90 ,2.82 , 5.74,
Mozambique,17.90 ,11.36 , 27.90,,16.53 ,10.49 , 25.77,,15.16 ,9.61 , 23.62,,13.97 ,8.86 , 21.77,,13.06 ,8.29 , 20.36,,12.28 ,7.79 , 19.14,,11.75 ,7.46 , 18.32,,10.95 ,6.94 , 17.06,,10.58 ,6.71 , 16.49,,10.13 ,6.42 , 15.78,,10.07 ,6.39 , 15.70,,9.35 ,5.93 , 14.58,,8.74 ,5.55 , 13.63,,8.41 ,5.34 , 13.12,,7.93 ,5.03 , 12.36,,7.50 ,4.76 , 11.68,,7.14 ,4.53 , 11.12,,6.64 ,4.21 , 10.35,,6.26 ,3.97 , 9.75,,5.92 ,3.76 , 9.23,
Myanmar,17.31 ,15.41 , 19.38,,15.45 ,13.80 , 17.27,,13.65 ,12.20 , 15.20,,12.22 ,10.89 , 13.61,,11.23 ,10.03 , 12.47,,10.31 ,9.22 , 11.46,,9.40 ,8.39 , 10.42,,8.77 ,7.82 , 9.74,,7.99 ,7.13 , 8.83,,7.21 ,6.43 , 8.00,,6.71 ,5.99 , 7.47,,6.41 ,5.71 , 7.13,,6.26 ,5.59 , 6.92,,6.04 ,5.40 , 6.67,,5.80 ,5.18 , 6.41,,5.54 ,4.95 , 6.12,,5.19 ,4.64 , 5.72,,4.82 ,4.30 , 5.31,,4.45 ,3.95 , 4.90,,4.14 ,3.66 , 4.56,
Namibia,12.84 ,11.41 , 14.72,,11.37 ,9.93 , 12.77,,10.24 ,9.01 , 11.35,,9.46 ,8.26 , 10.32,,8.95 ,7.95 , 9.68,,8.18 ,7.47 , 8.69,,7.50 ,6.89 , 8.03,,6.94 ,6.31 , 7.44,,6.47 ,5.78 , 7.02,,6.24 ,5.49 , 6.87,,5.88 ,5.10 , 6.57,,5.56 ,4.78 , 6.22,,5.25 ,4.51 , 5.85,,4.88 ,4.19 , 5.48,,4.28 ,3.65 , 4.87,,4.11 ,3.47 , 4.71,,3.86 ,3.25 , 4.43,,3.74 ,3.17 , 4.39,,3.48 ,2.93 , 4.14,,3.29 ,2.74 , 3.96,
Nepal,28.51 ,25.61 , 31.06,,22.36 ,20.07 , 24.37,,18.91 ,16.97 , 20.66,,16.43 ,14.81 , 17.92,,14.12 ,12.70 , 15.42,,12.54 ,11.29 , 13.67,,10.74 ,9.67 , 11.74,,9.12 ,8.20 , 9.95,,8.03 ,7.24 , 8.76,,7.29 ,6.57 , 7.99,,6.48 ,5.82 , 7.08,,5.67 ,5.09 , 6.21,,5.15 ,4.63 , 5.62,,4.49 ,4.02 , 4.93,,4.22 ,3.80 , 4.64,,3.89 ,3.48 , 4.27,,3.53 ,3.17 , 3.89,,3.18 ,2.85 , 3.51,,2.86 ,2.56 , 3.14,,2.68 ,2.39 , 2.95,
Netherlands,9.51 ,8.84 , 10.29,,8.91 ,8.42 , 9.47,,8.31 ,7.92 , 8.77,,7.77 ,7.30 , 8.32,,7.33 ,6.84 , 7.88,,6.96 ,6.49 , 7.49,,6.64 ,6.29 , 7.05,,6.34 ,6.01 , 6.73,,5.99 ,5.66 , 6.38,,5.60 ,5.30 , 5.95,,5.15 ,4.85 , 5.49,,4.65 ,4.38 , 4.97,,4.15 ,3.89 , 4.47,,3.67 ,3.37 , 4.02,,3.22 ,2.91 , 3.58,,2.79 ,2.55 , 3.07,,2.37 ,2.14 , 2.64,,1.91 ,1.52 , 2.35,,1.37 ,0.68 , 2.16,,1.37 ,0.68 , 2.15,
New Zealand,7.48 ,4.61 , 10.61,,7.89 ,5.12 , 11.30,,8.24 ,5.29 , 11.79,,8.40 ,5.46 , 12.11,,8.44 ,5.45 , 12.26,,8.31 ,5.42 , 12.53,,8.13 ,5.27 , 12.45,,7.86 ,4.98 , 12.26,,7.56 ,4.52 , 11.98,,7.25 ,4.02 , 11.13,,6.90 ,3.56 , 10.94,,6.55 ,3.32 , 10.89,,6.23 ,3.06 , 9.99,,5.87 ,2.94 , 10.06,,5.58 ,2.62 , 10.05,,5.23 ,2.53 , 10.36,,4.88 ,2.33 , 10.27,,4.56 ,1.93 , 10.29,,4.25 ,1.48 , 9.81,,3.94 ,1.14 , 10.20,
Nicaragua,21.74 ,13.38 , 36.54,,18.32 ,11.83 , 29.74,,14.33 ,10.04 , 23.49,,11.88 ,8.85 , 18.92,,11.36 ,8.68 , 16.66,,10.97 ,8.29 , 14.74,,10.54 ,8.13 , 13.85,,9.89 ,7.66 , 12.79,,9.40 ,7.28 , 12.18,,8.25 ,6.22 , 10.75,,7.08 ,5.10 , 9.93,,6.71 ,4.62 , 9.45,,6.29 ,4.27 , 8.89,,5.93 ,3.88 , 8.29,,5.56 ,3.56 , 7.90,,5.13 ,3.28 , 7.38,,4.89 ,3.15 , 7.22,,4.64 ,2.98 , 6.99,,4.38 ,2.79 , 6.62,,4.06 ,2.61 , 6.27,
Niger,13.21 ,10.68 , 16.20,,11.74 ,9.36 , 14.34,,10.35 ,8.32 , 12.72,,9.47 ,7.58 , 11.53,,8.31 ,6.61 , 10.14,,7.81 ,6.31 , 9.36,,6.66 ,5.43 , 8.01,,5.96 ,4.79 , 7.27,,5.38 ,4.27 , 6.67,,5.03 ,4.00 , 6.36,,3.55 ,2.82 , 4.88,,3.81 ,3.03 , 5.29,,3.88 ,3.13 , 5.33,,3.80 ,3.06 , 5.22,,3.60 ,2.87 , 5.07,,3.91 ,3.16 , 5.35,,3.37 ,2.60 , 4.90,,3.93 ,3.09 , 5.52,,3.80 ,3.04 , 5.45,,3.77 ,2.97 , 5.54,
Nigeria,12.91 ,7.66 , 21.93,,11.95 ,7.10 , 20.31,,11.29 ,6.70 , 19.19,,10.82 ,6.42 , 18.38,,10.50 ,6.23 , 17.83,,10.20 ,6.05 , 17.33,,9.80 ,5.82 , 16.65,,9.54 ,5.66 , 16.21,,9.37 ,5.56 , 15.91,,8.93 ,5.30 , 15.18,,8.75 ,5.19 , 14.86,,8.45 ,5.02 , 14.35,,8.11 ,4.82 , 13.79,,7.44 ,4.42 , 12.64,,6.83 ,4.06 , 11.61,,6.54 ,3.88 , 11.10,,6.26 ,3.72 , 10.64,,6.10 ,3.62 , 10.37,,6.02 ,3.57 , 10.23,,5.90 ,3.50 , 10.02,
North Macedonia,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Norway,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Oman,9.30 ,7.33 , 15.60,,8.53 ,6.73 , 14.29,,7.95 ,6.30 , 13.19,,7.55 ,6.02 , 12.42,,7.24 ,5.74 , 11.61,,7.05 ,5.58 , 10.85,,7.01 ,5.44 , 10.51,,6.92 ,5.37 , 9.90,,6.85 ,5.15 , 9.37,,6.67 ,4.96 , 9.12,,6.35 ,4.64 , 8.61,,6.26 ,4.49 , 8.45,,6.12 ,4.36 , 8.51,,6.03 ,4.22 , 8.25,,5.92 ,4.03 , 8.05,,5.81 ,3.89 , 7.82,,5.66 ,3.72 , 7.75,,5.57 ,3.55 , 7.71,,5.45 ,3.42 , 7.69,,5.29 ,3.25 , 7.57,
Pakistan,27.25 ,23.82 , 30.90,,28.23 ,24.52 , 31.77,,28.33 ,24.94 , 31.72,,31.17 ,27.53 , 34.81,,59.79 ,50.82 , 68.33,,79.27 ,65.78 , 91.26,,44.39 ,37.52 , 50.51,,36.29 ,30.87 , 41.16,,30.93 ,26.62 , 34.93,,26.02 ,22.70 , 29.30,,20.82 ,18.31 , 23.12,,18.25 ,16.25 , 20.13,,17.02 ,15.23 , 18.67,,16.07 ,14.47 , 17.56,,15.43 ,13.92 , 16.83,,14.80 ,13.40 , 16.07,,14.18 ,12.87 , 15.31,,13.44 ,12.19 , 14.53,,13.43 ,12.19 , 14.53,,13.44 ,12.19 , 14.54,
Panama,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Papua New Guinea,32.14 ,27.06 , 37.40,,28.19 ,24.60 , 32.35,,24.10 ,20.98 , 27.41,,20.10 ,17.86 , 23.15,,16.46 ,14.58 , 18.92,,13.45 ,11.93 , 15.52,,11.12 ,9.86 , 12.73,,9.44 ,8.36 , 10.80,,8.40 ,7.44 , 9.55,,7.84 ,6.95 , 8.87,,7.73 ,6.90 , 8.63,,7.52 ,6.70 , 8.43,,7.46 ,6.63 , 8.39,,7.43 ,6.55 , 8.38,,7.34 ,6.50 , 8.34,,7.30 ,6.41 , 8.32,,7.21 ,6.30 , 8.20,,7.05 ,6.12 , 8.13,,6.81 ,5.83 , 7.98,,6.43 ,5.40 , 7.74,
Paraguay,16.98 ,10.37 , 28.72,,14.51 ,9.37 , 23.96,,12.56 ,8.60 , 20.00,,9.14 ,6.05 , 14.44,,7.75 ,5.26 , 12.47,,7.31 ,5.02 , 12.15,,7.18 ,4.98 , 12.94,,6.57 ,4.61 , 11.61,,6.43 ,4.46 , 10.57,,6.79 ,4.71 , 10.92,,6.22 ,4.29 , 9.73,,6.04 ,4.17 , 9.59,,6.04 ,4.22 , 9.43,,6.01 ,4.18 , 9.46,,5.90 ,4.03 , 9.24,,5.83 ,3.89 , 9.04,,5.70 ,3.76 , 8.80,,5.42 ,3.43 , 8.55,,5.19 ,3.27 , 8.25,,5.04 ,3.21 , 8.01,
Peru,8.02 ,6.60 , 9.53,,8.19 ,6.79 , 9.71,,8.21 ,6.73 , 9.77,,8.04 ,6.59 , 9.68,,7.98 ,6.60 , 9.59,,8.10 ,6.55 , 9.65,,8.59 ,7.16 , 10.03,,8.03 ,6.54 , 9.52,,7.41 ,5.62 , 8.88,,7.26 ,5.20 , 8.94,,6.89 ,5.05 , 8.70,,6.64 ,4.89 , 8.49,,6.39 ,4.72 , 8.21,,6.01 ,4.45 , 7.73,,5.81 ,4.36 , 7.44,,5.43 ,4.06 , 7.07,,5.07 ,3.79 , 6.74,,4.66 ,3.46 , 6.34,,4.26 ,3.11 , 5.85,,3.79 ,2.73 , 5.24,
Philippines,27.46 ,23.24 , 31.29,,27.41 ,22.98 , 31.46,,29.10 ,24.57 , 33.33,,29.05 ,24.52 , 33.35,,28.19 ,23.56 , 32.45,,28.10 ,23.38 , 32.42,,27.50 ,22.75 , 31.85,,27.46 ,22.76 , 31.83,,26.77 ,22.13 , 31.08,,30.58 ,25.45 , 34.81,,30.23 ,25.20 , 34.28,,24.51 ,20.41 , 28.31,,22.74 ,18.84 , 26.30,,22.30 ,18.44 , 25.82,,21.71 ,17.94 , 25.15,,20.32 ,16.80 , 23.53,,18.56 ,15.30 , 21.46,,17.88 ,14.77 , 20.67,,17.07 ,14.12 , 19.71,,16.04 ,13.26 , 18.52,
Poland,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Portugal,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Qatar,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Republic of Korea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Republic of Moldova,18.79 ,13.77 , 25.63,,14.88 ,10.91 , 20.31,,13.89 ,10.18 , 18.95,,13.83 ,10.14 , 18.88,,13.92 ,10.21 , 19.01,,14.26 ,10.45 , 19.46,,14.25 ,10.44 , 19.44,,13.91 ,10.19 , 18.98,,12.92 ,9.47 , 17.63,,12.13 ,8.88 , 16.54,,10.82 ,7.93 , 14.76,,9.87 ,7.23 , 13.46,,8.89 ,6.51 , 12.13,,8.03 ,5.88 , 10.95,,7.25 ,5.31 , 9.88,,6.58 ,4.83 , 8.98,,6.04 ,4.43 , 8.25,,5.65 ,4.14 , 7.71,,5.35 ,3.93 , 7.31,,4.98 ,3.65 , 6.79,
Romania,15.08 ,13.81 , 16.62,,13.32 ,12.13 , 14.82,,11.22 ,10.01 , 12.75,,9.62 ,8.40 , 11.10,,8.55 ,7.30 , 10.05,,7.85 ,6.58 , 9.40,,7.37 ,6.11 , 8.99,,6.87 ,5.65 , 8.53,,6.47 ,5.28 , 8.09,,6.11 ,4.96 , 7.77,,5.77 ,4.66 , 7.41,,5.48 ,4.37 , 7.13,,5.23 ,4.12 , 6.81,,5.03 ,3.94 , 6.58,,4.86 ,3.81 , 6.41,,4.70 ,3.68 , 6.21,,4.57 ,3.58 , 6.05,,4.40 ,3.44 , 5.79,,4.24 ,3.33 , 5.55,,4.10 ,3.19 , 5.38,
Russian Federation,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Rwanda,10.64 ,9.61 , 11.91,,9.93 ,9.05 , 11.03,,9.19 ,8.48 , 10.21,,7.71 ,7.13 , 8.49,,7.04 ,6.43 , 7.79,,6.52 ,5.94 , 7.20,,6.17 ,5.61 , 6.85,,5.67 ,5.04 , 6.30,,5.19 ,4.61 , 5.83,,4.96 ,4.26 , 5.57,,4.63 ,3.90 , 5.16,,3.99 ,3.22 , 4.52,,3.73 ,2.96 , 4.32,,3.32 ,2.61 , 3.95,,3.04 ,2.39 , 3.67,,2.84 ,2.17 , 3.47,,2.74 ,2.10 , 3.42,,2.57 ,1.96 , 3.30,,2.46 ,1.82 , 3.26,,2.30 ,1.63 , 3.12,
Saudi Arabia,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Senegal,16.12 ,13.91 , 18.20,,14.84 ,13.03 , 16.91,,13.27 ,11.65 , 14.92,,12.03 ,10.44 , 13.60,,10.92 ,9.58 , 12.39,,9.82 ,8.59 , 11.34,,8.87 ,7.72 , 10.29,,7.73 ,6.70 , 9.12,,6.45 ,5.48 , 7.71,,5.64 ,4.83 , 6.91,,5.14 ,4.35 , 6.32,,4.67 ,3.85 , 5.89,,4.32 ,3.51 , 5.43,,4.03 ,3.18 , 5.23,,3.99 ,3.16 , 5.12,,3.75 ,2.89 , 4.87,,3.67 ,2.81 , 4.80,,3.64 ,2.82 , 4.76,,3.53 ,2.70 , 4.77,,3.45 ,2.57 , 4.72,
